Age,Gender,Avg_Daily_Screen_Time_hr,Primary_Device,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Health_Impacts,Urban_or_Rural,Anxiety,Eye Strain,Obesity Risk,Poor Sleep,Age_Group,Educational_Time,Recreational_Time,Cluster,User_Segment,Risk_Score,Risk_Category
9,Male,4.46,Smartphone,True,0.51,Anxiety,Urban,1,0,0,0,5-10,2.2746,2.1854,1,Heavy Usage,1.0,Medium Risk
10,Male,6.81,TV,True,0.5,"Poor Sleep, Anxiety",Rural,1,0,0,1,11-13,3.405,3.405,0,Moderate Usage,1.0,Medium Risk
11,Female,3.89,TV,True,0.44,Poor Sleep,Urban,0,0,0,1,11-13,1.7116,2.1784,1,Heavy Usage,1.0,Medium Risk
17,Male,4.9,Laptop,True,0.41,"Poor Sleep, Eye Strain",Rural,0,1,0,1,17-19,2.009,2.8910000000000005,2,Low Usage,1.0,Medium Risk
12,Female,5.0,Smartphone,True,0.41,"Poor Sleep, Obesity Risk",Urban,0,0,1,1,11-13,2.05,2.95,2,Low Usage,1.0,Medium Risk
11,Male,5.8,Smartphone,True,0.39,Obesity Risk,Urban,0,0,1,0,11-13,2.262,3.538,2,Low Usage,1.0,Medium Risk
18,Male,5.82,TV,True,0.38,Poor Sleep,Urban,0,0,0,1,17-19,2.2116000000000002,3.6084,2,Low Usage,1.0,Medium Risk
11,Female,3.21,Smartphone,True,0.44,Poor Sleep,Rural,0,0,0,1,11-13,1.4124,1.7975999999999999,1,Heavy Usage,1.0,Medium Risk
17,Male,6.25,Laptop,True,0.43,"Poor Sleep, Anxiety, Obesity Risk",Rural,1,0,1,1,17-19,2.6875,3.5625,0,Moderate Usage,1.0,Medium Risk
9,Female,6.54,Smartphone,True,0.43,Poor Sleep,Rural,0,0,0,1,5-10,2.8122,3.7278000000000002,0,Moderate Usage,1.0,Medium Risk
10,Male,3.93,Smartphone,True,0.49,"Poor Sleep, Anxiety",Urban,1,0,0,1,11-13,1.9257,2.0043,1,Heavy Usage,1.0,Medium Risk
15,Female,4.99,Smartphone,True,0.35,"Poor Sleep, Anxiety",Rural,1,0,0,1,14-16,1.7465,3.2435,2,Low Usage,1.0,Medium Risk
18,Female,3.63,Smartphone,True,0.4,"Poor Sleep, Anxiety",Urban,1,0,0,1,17-19,1.452,2.178,2,Low Usage,1.0,Medium Risk
16,Male,4.11,Smartphone,True,0.46,Eye Strain,Rural,0,1,0,0,17-19,1.8906000000000003,2.2194000000000003,1,Heavy Usage,1.0,Medium Risk
14,Male,5.15,Smartphone,True,0.4,Poor Sleep,Rural,0,0,0,1,14-16,2.06,3.0900000000000003,2,Low Usage,1.0,Medium Risk
15,Female,3.78,Smartphone,True,0.4,"Poor Sleep, Anxiety, Obesity Risk",Urban,1,0,1,1,14-16,1.512,2.268,2,Low Usage,1.0,Medium Risk
14,Female,6.21,Smartphone,True,0.34,Eye Strain,Urban,0,1,0,0,14-16,2.1114,4.098599999999999,2,Low Usage,1.0,Medium Risk
14,Female,3.29,Smartphone,True,0.44,Poor Sleep,Urban,0,0,0,1,14-16,1.4476,1.8424,1,Heavy Usage,1.0,Medium Risk
17,Male,5.51,TV,True,0.33,"Poor Sleep, Anxiety",Urban,1,0,0,1,17-19,1.8183,3.6917,2,Low Usage,1.0,Medium Risk
16,Male,5.59,Smartphone,True,0.41,Anxiety,Urban,1,0,0,0,17-19,2.2918999999999996,3.2981000000000003,2,Low Usage,1.0,Medium Risk
17,Female,4.77,Laptop,True,0.33,Poor Sleep,Rural,0,0,0,1,17-19,1.5740999999999998,3.1959,2,Low Usage,1.0,Medium Risk
13,Female,3.44,Smartphone,True,0.44,"Poor Sleep, Eye Strain",Urban,0,1,0,1,14-16,1.5136,1.9264,1,Heavy Usage,1.0,Medium Risk
9,Male,6.97,Tablet,True,0.52,"Poor Sleep, Eye Strain",Urban,0,1,0,1,5-10,3.6244,3.3455999999999997,0,Moderate Usage,1.0,Medium Risk
14,Female,4.91,Laptop,True,0.39,"Poor Sleep, Eye Strain",Urban,0,1,0,1,14-16,1.9149,2.9951,2,Low Usage,1.0,Medium Risk
9,Male,6.05,Smartphone,True,0.5,Poor Sleep,Urban,0,0,0,1,5-10,3.025,3.025,0,Moderate Usage,1.0,Medium Risk
18,Male,3.85,TV,True,0.4,Poor Sleep,Urban,0,0,0,1,17-19,1.54,2.31,2,Low Usage,1.0,Medium Risk
12,Male,4.64,Laptop,True,0.42,"Poor Sleep, Anxiety",Urban,1,0,0,1,11-13,1.9487999999999999,2.6912,1,Heavy Usage,1.0,Medium Risk
13,Female,4.47,Smartphone,True,0.32,Poor Sleep,Rural,0,0,0,1,14-16,1.4304,3.0396,2,Low Usage,1.0,Medium Risk
17,Male,4.05,Smartphone,True,0.4,"Poor Sleep, Eye Strain",Rural,0,1,0,1,17-19,1.62,2.4299999999999997,2,Low Usage,1.0,Medium Risk
11,Female,6.36,Smartphone,True,0.33,"Poor Sleep, Obesity Risk",Urban,0,0,1,1,11-13,2.0988,4.2612000000000005,2,Low Usage,1.0,Medium Risk
14,Male,4.29,TV,True,0.37,"Poor Sleep, Eye Strain",Urban,0,1,0,1,14-16,1.5873,2.7027,2,Low Usage,1.0,Medium Risk
13,Male,4.69,Smartphone,True,0.49,Poor Sleep,Urban,0,0,0,1,14-16,2.2981000000000003,2.3919,1,Heavy Usage,1.0,Medium Risk
17,Female,4.01,Smartphone,True,0.34,Eye Strain,Urban,0,1,0,0,17-19,1.3634,2.6466,2,Low Usage,1.0,Medium Risk
9,Female,5.38,Smartphone,True,0.47,Poor Sleep,Urban,0,0,0,1,5-10,2.5286,2.8514,1,Heavy Usage,1.0,Medium Risk
15,Male,4.75,Smartphone,True,0.38,Obesity Risk,Rural,0,0,1,0,14-16,1.805,2.9450000000000003,2,Low Usage,1.0,Medium Risk
17,Male,4.21,Tablet,True,0.41,"Poor Sleep, Eye Strain",Urban,0,1,0,1,17-19,1.7261,2.4839,1,Heavy Usage,1.0,Medium Risk
16,Female,4.3,Laptop,True,0.43,"Poor Sleep, Eye Strain, Anxiety",Urban,1,1,0,1,17-19,1.849,2.4509999999999996,1,Heavy Usage,1.0,Medium Risk
12,Male,4.23,TV,True,0.41,Poor Sleep,Urban,0,0,0,1,11-13,1.7343000000000002,2.4957000000000003,1,Heavy Usage,1.0,Medium Risk
11,Male,3.38,Tablet,True,0.31,"Poor Sleep, Obesity Risk",Urban,0,0,1,1,11-13,1.0478,2.3322,2,Low Usage,1.0,Medium Risk
13,Male,3.57,Laptop,True,0.38,Poor Sleep,Rural,0,0,0,1,14-16,1.3566,2.2134,2,Low Usage,1.0,Medium Risk
15,Female,3.27,TV,True,0.47,"Poor Sleep, Anxiety",Rural,1,0,0,1,14-16,1.5369,1.7331,1,Heavy Usage,1.0,Medium Risk
18,Male,5.54,Smartphone,True,0.36,Eye Strain,Urban,0,1,0,0,17-19,1.9944,3.5456000000000003,2,Low Usage,1.0,Medium Risk
10,Female,7.69,Smartphone,True,0.48,"Poor Sleep, Anxiety",Urban,1,0,0,1,11-13,3.6912000000000003,3.9988,0,Moderate Usage,1.0,Medium Risk
17,Female,4.06,Smartphone,True,0.45,Eye Strain,Urban,0,1,0,0,17-19,1.827,2.2329999999999997,1,Heavy Usage,1.0,Medium Risk
18,Female,4.18,TV,True,0.38,Anxiety,Rural,1,0,0,0,17-19,1.5883999999999998,2.5915999999999997,2,Low Usage,1.0,Medium Risk
8,Male,3.6,Smartphone,True,0.41,Poor Sleep,Urban,0,0,0,1,5-10,1.476,2.124,1,Heavy Usage,1.0,Medium Risk
11,Male,5.53,Smartphone,True,0.49,Anxiety,Urban,1,0,0,0,11-13,2.7097,2.8203,0,Moderate Usage,1.0,Medium Risk
8,Male,5.76,TV,True,0.45,"Poor Sleep, Eye Strain",Urban,0,1,0,1,5-10,2.592,3.1679999999999997,0,Moderate Usage,1.0,Medium Risk
16,Male,5.6,TV,True,0.33,Poor Sleep,Rural,0,0,0,1,17-19,1.8479999999999999,3.752,2,Low Usage,1.0,Medium Risk
12,Female,3.78,Laptop,True,0.33,"Poor Sleep, Eye Strain",Urban,0,1,0,1,11-13,1.2474,2.5325999999999995,2,Low Usage,1.0,Medium Risk
13,Female,3.68,Smartphone,True,0.37,Poor Sleep,Urban,0,0,0,1,14-16,1.3616000000000001,2.3184,2,Low Usage,1.0,Medium Risk
15,Female,3.87,Smartphone,True,0.33,Poor Sleep,Urban,0,0,0,1,14-16,1.2771000000000001,2.5929,2,Low Usage,1.0,Medium Risk
13,Male,4.61,Smartphone,True,0.32,"Poor Sleep, Eye Strain",Urban,0,1,0,1,14-16,1.4752,3.1348000000000003,2,Low Usage,1.0,Medium Risk
13,Female,4.4,Smartphone,True,0.46,"Poor Sleep, Eye Strain",Urban,0,1,0,1,14-16,2.0240000000000005,2.376,1,Heavy Usage,1.0,Medium Risk
8,Female,7.4,Smartphone,True,0.44,Poor Sleep,Rural,0,0,0,1,5-10,3.2560000000000002,4.144,0,Moderate Usage,1.0,Medium Risk
13,Male,4.27,Laptop,True,0.33,"Poor Sleep, Eye Strain, Obesity Risk",Urban,0,1,1,1,14-16,1.4091,2.8608999999999996,2,Low Usage,1.0,Medium Risk
14,Male,4.83,TV,True,0.47,Eye Strain,Urban,0,1,0,0,14-16,2.2701,2.5599000000000003,1,Heavy Usage,1.0,Medium Risk
18,Male,5.39,TV,True,0.36,Poor Sleep,Urban,0,0,0,1,17-19,1.9404,3.4495999999999998,2,Low Usage,1.0,Medium Risk
18,Female,4.71,Laptop,True,0.34,"Poor Sleep, Obesity Risk",Urban,0,0,1,1,17-19,1.6014000000000002,3.1086,2,Low Usage,1.0,Medium Risk
10,Male,7.45,Smartphone,True,0.47,"Poor Sleep, Eye Strain",Rural,0,1,0,1,11-13,3.5015,3.9485,0,Moderate Usage,1.0,Medium Risk
16,Male,4.86,Smartphone,True,0.39,Poor Sleep,Rural,0,0,0,1,17-19,1.8954000000000002,2.9646,2,Low Usage,1.0,Medium Risk
14,Male,5.01,Laptop,True,0.47,Poor Sleep,Urban,0,0,0,1,14-16,2.3547,2.6553,1,Heavy Usage,1.0,Medium Risk
8,Male,6.81,TV,True,0.52,"Poor Sleep, Eye Strain",Urban,0,1,0,1,5-10,3.5412,3.2687999999999997,0,Moderate Usage,1.0,Medium Risk
9,Male,6.08,Tablet,True,0.42,"Poor Sleep, Obesity Risk",Urban,0,0,1,1,5-10,2.5536,3.5264,0,Moderate Usage,1.0,Medium Risk
8,Female,4.82,Smartphone,True,0.49,Anxiety,Rural,1,0,0,0,5-10,2.3618,2.4582,1,Heavy Usage,1.0,Medium Risk
18,Male,3.36,Tablet,True,0.48,"Poor Sleep, Eye Strain, Anxiety",Urban,1,1,0,1,17-19,1.6127999999999998,1.7472,1,Heavy Usage,1.0,Medium Risk
16,Male,4.89,Smartphone,True,0.39,"Eye Strain, Anxiety, Obesity Risk",Rural,1,1,1,0,17-19,1.9071,2.9829,2,Low Usage,1.0,Medium Risk
16,Male,6.13,Smartphone,True,0.37,"Poor Sleep, Eye Strain, Anxiety",Rural,1,1,0,1,17-19,2.2681,3.8619,2,Low Usage,1.0,Medium Risk
14,Female,3.74,Laptop,True,0.33,"Eye Strain, Anxiety, Obesity Risk",Rural,1,1,1,0,14-16,1.2342000000000002,2.5058,2,Low Usage,1.0,Medium Risk
17,Female,3.14,Smartphone,True,0.42,Eye Strain,Urban,0,1,0,0,17-19,1.3188,1.8212000000000002,1,Heavy Usage,1.0,Medium Risk
10,Female,6.13,Smartphone,True,0.46,"Poor Sleep, Obesity Risk",Rural,0,0,1,1,11-13,2.8198,3.3102,0,Moderate Usage,1.0,Medium Risk
14,Female,3.73,TV,True,0.41,Poor Sleep,Urban,0,0,0,1,14-16,1.5292999999999999,2.2007000000000003,1,Heavy Usage,1.0,Medium Risk
16,Male,4.22,Smartphone,True,0.49,Poor Sleep,Urban,0,0,0,1,17-19,2.0677999999999996,2.1522,1,Heavy Usage,1.0,Medium Risk
15,Female,6.01,TV,True,0.45,Poor Sleep,Rural,0,0,0,1,14-16,2.7045,3.3055,0,Moderate Usage,1.0,Medium Risk
17,Male,6.05,Smartphone,True,0.32,Poor Sleep,Urban,0,0,0,1,17-19,1.936,4.114,2,Low Usage,1.0,Medium Risk
17,Female,5.84,TV,True,0.43,Poor Sleep,Urban,0,0,0,1,17-19,2.5112,3.3287999999999998,0,Moderate Usage,1.0,Medium Risk
16,Female,7.69,Tablet,True,0.43,"Poor Sleep, Anxiety",Urban,1,0,0,1,17-19,3.3067,4.3833,0,Moderate Usage,1.0,Medium Risk
14,Male,4.04,Smartphone,True,0.37,Poor Sleep,Urban,0,0,0,1,14-16,1.4948,2.5452000000000004,2,Low Usage,1.0,Medium Risk
16,Female,5.77,TV,True,0.48,"Poor Sleep, Eye Strain",Rural,0,1,0,1,17-19,2.7695999999999996,3.0004,0,Moderate Usage,1.0,Medium Risk
11,Male,4.54,Smartphone,True,0.48,Poor Sleep,Rural,0,0,0,1,11-13,2.1792,2.3608000000000002,1,Heavy Usage,1.0,Medium Risk
9,Male,4.41,Smartphone,True,0.6,Poor Sleep,Urban,0,0,0,1,5-10,2.646,1.7640000000000002,1,Heavy Usage,1.0,Medium Risk
17,Female,5.73,Smartphone,True,0.4,Eye Strain,Urban,0,1,0,0,17-19,2.2920000000000003,3.438,2,Low Usage,1.0,Medium Risk
18,Female,5.92,TV,True,0.44,Poor Sleep,Urban,0,0,0,1,17-19,2.6048,3.3152,0,Moderate Usage,1.0,Medium Risk
18,Male,4.47,Smartphone,True,0.34,"Poor Sleep, Anxiety",Urban,1,0,0,1,17-19,1.5198,2.9501999999999997,2,Low Usage,1.0,Medium Risk
12,Female,6.87,Laptop,True,0.4,"Poor Sleep, Eye Strain",Urban,0,1,0,1,11-13,2.748,4.122,0,Moderate Usage,1.0,Medium Risk
12,Female,3.2,Smartphone,True,0.42,Poor Sleep,Urban,0,0,0,1,11-13,1.344,1.856,1,Heavy Usage,1.0,Medium Risk
13,Female,4.4,TV,True,0.37,Obesity Risk,Urban,0,0,1,0,14-16,1.6280000000000001,2.7720000000000002,2,Low Usage,1.0,Medium Risk
14,Male,5.62,Tablet,True,0.37,"Poor Sleep, Anxiety, Obesity Risk",Urban,1,0,1,1,14-16,2.0794,3.5406,2,Low Usage,1.0,Medium Risk
14,Female,4.4,Laptop,True,0.31,"Poor Sleep, Eye Strain, Anxiety",Rural,1,1,0,1,14-16,1.364,3.0360000000000005,2,Low Usage,1.0,Medium Risk
8,Male,6.54,Tablet,True,0.46,"Poor Sleep, Eye Strain, Obesity Risk",Urban,0,1,1,1,5-10,3.0084,3.5316,0,Moderate Usage,1.0,Medium Risk
9,Female,5.19,Tablet,True,0.57,Poor Sleep,Urban,0,0,0,1,5-10,2.9583,2.2317000000000005,1,Heavy Usage,1.0,Medium Risk
16,Female,4.55,Laptop,True,0.41,Poor Sleep,Urban,0,0,0,1,17-19,1.8654999999999997,2.6845,2,Low Usage,1.0,Medium Risk
17,Male,3.98,Laptop,True,0.37,Poor Sleep,Urban,0,0,0,1,17-19,1.4726,2.5074,2,Low Usage,1.0,Medium Risk
13,Male,3.54,Laptop,True,0.38,Poor Sleep,Urban,0,0,0,1,14-16,1.3452,2.1948,2,Low Usage,1.0,Medium Risk
18,Male,3.54,Laptop,True,0.36,"Poor Sleep, Eye Strain",Urban,0,1,0,1,17-19,1.2744,2.2656,2,Low Usage,1.0,Medium Risk
18,Male,3.99,Tablet,True,0.44,Poor Sleep,Urban,0,0,0,1,17-19,1.7556,2.2344,1,Heavy Usage,1.0,Medium Risk
10,Female,6.27,Smartphone,True,0.47,Poor Sleep,Urban,0,0,0,1,11-13,2.9469,3.3230999999999997,0,Moderate Usage,1.0,Medium Risk
9,Male,3.49,Tablet,True,0.54,Poor Sleep,Urban,0,0,0,1,5-10,1.8846000000000003,1.6054,1,Heavy Usage,1.0,Medium Risk
10,Female,3.8,TV,True,0.53,Poor Sleep,Urban,0,0,0,1,11-13,2.014,1.786,1,Heavy Usage,1.0,Medium Risk
12,Male,4.46,TV,True,0.39,Poor Sleep,Urban,0,0,0,1,11-13,1.7394,2.7206,2,Low Usage,1.0,Medium Risk
18,Female,5.64,Tablet,True,0.31,Eye Strain,Urban,0,1,0,0,17-19,1.7484,3.8915999999999995,2,Low Usage,1.0,Medium Risk
17,Male,6.03,Tablet,True,0.42,Obesity Risk,Rural,0,0,1,0,17-19,2.5326,3.4974000000000003,0,Moderate Usage,1.0,Medium Risk
13,Female,3.89,Smartphone,True,0.44,Eye Strain,Urban,0,1,0,0,14-16,1.7116,2.1784,1,Heavy Usage,1.0,Medium Risk
18,Male,6.46,TV,True,0.42,"Poor Sleep, Obesity Risk",Rural,0,0,1,1,17-19,2.7132,3.7468,0,Moderate Usage,1.0,Medium Risk
17,Male,4.15,Smartphone,True,0.49,"Poor Sleep, Eye Strain",Urban,0,1,0,1,17-19,2.0335,2.1165000000000003,1,Heavy Usage,1.0,Medium Risk
11,Female,6.06,Smartphone,True,0.42,"Poor Sleep, Obesity Risk",Urban,0,0,1,1,11-13,2.5452,3.5147999999999997,0,Moderate Usage,1.0,Medium Risk
14,Female,3.32,Laptop,True,0.5,"Poor Sleep, Eye Strain, Obesity Risk",Urban,0,1,1,1,14-16,1.66,1.66,1,Heavy Usage,1.0,Medium Risk
13,Female,3.99,Laptop,True,0.31,Poor Sleep,Urban,0,0,0,1,14-16,1.2369,2.7531,2,Low Usage,1.0,Medium Risk
17,Male,4.72,Smartphone,True,0.38,Poor Sleep,Urban,0,0,0,1,17-19,1.7935999999999999,2.9264,2,Low Usage,1.0,Medium Risk
18,Female,5.66,Smartphone,True,0.35,Poor Sleep,Urban,0,0,0,1,17-19,1.9809999999999999,3.6790000000000003,2,Low Usage,1.0,Medium Risk
18,Female,4.41,Smartphone,True,0.38,Poor Sleep,Rural,0,0,0,1,17-19,1.6758000000000002,2.7342,2,Low Usage,1.0,Medium Risk
15,Female,6.33,Laptop,True,0.36,"Poor Sleep, Obesity Risk",Rural,0,0,1,1,14-16,2.2788,4.0512,2,Low Usage,1.0,Medium Risk
14,Female,5.17,Smartphone,True,0.42,Poor Sleep,Urban,0,0,0,1,14-16,2.1713999999999998,2.9986,1,Heavy Usage,1.0,Medium Risk
14,Male,4.24,Laptop,True,0.4,Anxiety,Urban,1,0,0,0,14-16,1.6960000000000002,2.544,2,Low Usage,1.0,Medium Risk
18,Male,6.08,TV,True,0.44,Poor Sleep,Urban,0,0,0,1,17-19,2.6752000000000002,3.4048,0,Moderate Usage,1.0,Medium Risk
8,Female,9.05,Smartphone,True,0.53,Poor Sleep,Urban,0,0,0,1,5-10,4.796500000000001,4.2535,0,Moderate Usage,1.0,Medium Risk
8,Male,4.09,TV,True,0.47,Poor Sleep,Rural,0,0,0,1,5-10,1.9223,2.1677,1,Heavy Usage,1.0,Medium Risk
15,Female,3.23,Smartphone,True,0.41,Anxiety,Urban,1,0,0,0,14-16,1.3242999999999998,1.9057000000000002,1,Heavy Usage,1.0,Medium Risk
11,Male,3.69,Smartphone,True,0.44,Eye Strain,Urban,0,1,0,0,11-13,1.6236,2.0664,1,Heavy Usage,1.0,Medium Risk
12,Female,4.65,Smartphone,True,0.45,"Poor Sleep, Obesity Risk",Rural,0,0,1,1,11-13,2.0925000000000002,2.5575,1,Heavy Usage,1.0,Medium Risk
12,Female,5.33,Smartphone,True,0.48,Poor Sleep,Rural,0,0,0,1,11-13,2.5584,2.7716000000000003,1,Heavy Usage,1.0,Medium Risk
17,Female,3.72,Smartphone,True,0.47,"Poor Sleep, Eye Strain",Urban,0,1,0,1,17-19,1.7484,1.9716000000000002,1,Heavy Usage,1.0,Medium Risk
12,Male,4.5,Laptop,True,0.4,"Poor Sleep, Obesity Risk",Urban,0,0,1,1,11-13,1.8,2.7,2,Low Usage,1.0,Medium Risk
14,Male,6.83,Smartphone,True,0.3,"Poor Sleep, Eye Strain, Anxiety",Urban,1,1,0,1,14-16,2.049,4.781000000000001,2,Low Usage,1.0,Medium Risk
17,Male,3.59,Smartphone,True,0.5,Anxiety,Urban,1,0,0,0,17-19,1.795,1.795,1,Heavy Usage,1.0,Medium Risk
11,Female,5.27,TV,True,0.34,Poor Sleep,Rural,0,0,0,1,11-13,1.7918,3.4781999999999993,2,Low Usage,1.0,Medium Risk
12,Female,5.27,Tablet,True,0.49,"Poor Sleep, Eye Strain",Urban,0,1,0,1,11-13,2.5822999999999996,2.6877,1,Heavy Usage,1.0,Medium Risk
11,Female,5.73,TV,True,0.42,Anxiety,Rural,1,0,0,0,11-13,2.4066,3.3234000000000004,0,Moderate Usage,1.0,Medium Risk
11,Female,5.66,Laptop,True,0.44,"Poor Sleep, Eye Strain",Urban,0,1,0,1,11-13,2.4904,3.1696,0,Moderate Usage,1.0,Medium Risk
10,Male,3.47,Smartphone,True,0.41,"Poor Sleep, Eye Strain",Rural,0,1,0,1,11-13,1.4227,2.0473,1,Heavy Usage,1.0,Medium Risk
17,Female,3.37,Tablet,True,0.31,Anxiety,Urban,1,0,0,0,17-19,1.0447,2.3253000000000004,2,Low Usage,1.0,Medium Risk
12,Female,4.15,Tablet,True,0.41,"Poor Sleep, Anxiety",Rural,1,0,0,1,11-13,1.7015,2.4485,1,Heavy Usage,1.0,Medium Risk
18,Male,4.18,Smartphone,True,0.41,Eye Strain,Urban,0,1,0,0,17-19,1.7137999999999998,2.4661999999999997,1,Heavy Usage,1.0,Medium Risk
14,Male,4.33,Smartphone,True,0.46,"Poor Sleep, Eye Strain",Urban,0,1,0,1,14-16,1.9918,2.3382,1,Heavy Usage,1.0,Medium Risk
11,Male,5.63,TV,True,0.43,"Poor Sleep, Eye Strain, Anxiety",Rural,1,1,0,1,11-13,2.4209,3.2091,0,Moderate Usage,1.0,Medium Risk
13,Female,3.17,TV,True,0.32,Eye Strain,Rural,0,1,0,0,14-16,1.0144,2.1555999999999997,2,Low Usage,1.0,Medium Risk
11,Male,3.65,Smartphone,True,0.5,Eye Strain,Urban,0,1,0,0,11-13,1.825,1.825,1,Heavy Usage,1.0,Medium Risk
9,Female,7.01,Smartphone,True,0.54,Poor Sleep,Rural,0,0,0,1,5-10,3.7854,3.2245999999999997,0,Moderate Usage,1.0,Medium Risk
13,Female,5.52,Smartphone,True,0.39,"Poor Sleep, Eye Strain",Rural,0,1,0,1,14-16,2.1528,3.3671999999999995,2,Low Usage,1.0,Medium Risk
13,Female,5.29,Smartphone,True,0.34,Poor Sleep,Urban,0,0,0,1,14-16,1.7986000000000002,3.4913999999999996,2,Low Usage,1.0,Medium Risk
11,Male,3.87,Smartphone,True,0.46,Anxiety,Rural,1,0,0,0,11-13,1.7802000000000002,2.0898,1,Heavy Usage,1.0,Medium Risk
10,Male,5.83,Smartphone,True,0.59,Poor Sleep,Urban,0,0,0,1,11-13,3.4396999999999998,2.3903000000000003,0,Moderate Usage,1.0,Medium Risk
18,Female,5.6,Smartphone,True,0.35,"Poor Sleep, Eye Strain",Rural,0,1,0,1,17-19,1.9599999999999997,3.6399999999999997,2,Low Usage,1.0,Medium Risk
13,Male,3.13,TV,True,0.37,"Eye Strain, Anxiety, Obesity Risk",Rural,1,1,1,0,14-16,1.1581,1.9719,2,Low Usage,1.0,Medium Risk
11,Female,4.72,Smartphone,True,0.32,"Poor Sleep, Eye Strain",Rural,0,1,0,1,11-13,1.5104,3.2096,2,Low Usage,1.0,Medium Risk
13,Male,5.59,Smartphone,True,0.42,"Poor Sleep, Eye Strain",Urban,0,1,0,1,14-16,2.3478,3.2422,0,Moderate Usage,1.0,Medium Risk
11,Female,3.12,TV,True,0.31,"Poor Sleep, Anxiety",Urban,1,0,0,1,11-13,0.9672000000000001,2.1528,2,Low Usage,1.0,Medium Risk
11,Male,5.46,Smartphone,True,0.45,"Poor Sleep, Anxiety",Urban,1,0,0,1,11-13,2.457,3.003,1,Heavy Usage,1.0,Medium Risk
16,Male,5.42,Smartphone,True,0.48,"Poor Sleep, Eye Strain",Urban,0,1,0,1,17-19,2.6016,2.8184,1,Heavy Usage,1.0,Medium Risk
14,Female,4.7,Smartphone,True,0.43,Eye Strain,Urban,0,1,0,0,14-16,2.021,2.6790000000000003,1,Heavy Usage,1.0,Medium Risk
10,Male,8.19,TV,True,0.57,Poor Sleep,Urban,0,0,0,1,11-13,4.6682999999999995,3.5217,0,Moderate Usage,1.0,Medium Risk
10,Female,4.3,Tablet,True,0.41,Poor Sleep,Urban,0,0,0,1,11-13,1.763,2.537,1,Heavy Usage,1.0,Medium Risk
13,Female,4.92,TV,True,0.43,Poor Sleep,Urban,0,0,0,1,14-16,2.1156,2.8044,1,Heavy Usage,1.0,Medium Risk
13,Male,5.45,TV,True,0.35,Anxiety,Rural,1,0,0,0,14-16,1.9075,3.5425000000000004,2,Low Usage,1.0,Medium Risk
11,Female,6.5,Laptop,True,0.38,"Poor Sleep, Eye Strain",Urban,0,1,0,1,11-13,2.47,4.029999999999999,0,Moderate Usage,1.0,Medium Risk
16,Male,3.78,Tablet,True,0.36,Eye Strain,Rural,0,1,0,0,17-19,1.3607999999999998,2.4192,2,Low Usage,1.0,Medium Risk
11,Male,4.88,Smartphone,True,0.35,"Poor Sleep, Obesity Risk",Urban,0,0,1,1,11-13,1.708,3.1719999999999997,2,Low Usage,1.0,Medium Risk
16,Female,5.84,TV,True,0.41,Poor Sleep,Urban,0,0,0,1,17-19,2.3943999999999996,3.4456,0,Moderate Usage,1.0,Medium Risk
9,Male,4.74,TV,True,0.56,Poor Sleep,Urban,0,0,0,1,5-10,2.6544000000000003,2.0856,1,Heavy Usage,1.0,Medium Risk
9,Female,6.56,Tablet,True,0.58,Eye Strain,Urban,0,1,0,0,5-10,3.8047999999999993,2.7552000000000003,0,Moderate Usage,1.0,Medium Risk
11,Female,5.79,Smartphone,True,0.39,"Poor Sleep, Eye Strain",Rural,0,1,0,1,11-13,2.2581,3.5319,2,Low Usage,1.0,Medium Risk
14,Female,3.74,TV,True,0.47,Eye Strain,Rural,0,1,0,0,14-16,1.7578,1.9822000000000002,1,Heavy Usage,1.0,Medium Risk
12,Female,5.08,Laptop,True,0.48,"Eye Strain, Anxiety",Rural,1,1,0,0,11-13,2.4384,2.6416,1,Heavy Usage,1.0,Medium Risk
11,Male,6.16,Smartphone,True,0.31,"Poor Sleep, Eye Strain",Rural,0,1,0,1,11-13,1.9096,4.2504,2,Low Usage,1.0,Medium Risk
9,Female,4.75,Tablet,True,0.57,Poor Sleep,Urban,0,0,0,1,5-10,2.7074999999999996,2.0425000000000004,1,Heavy Usage,1.0,Medium Risk
11,Male,4.61,Smartphone,True,0.42,Eye Strain,Urban,0,1,0,0,11-13,1.9362000000000001,2.6738,1,Heavy Usage,1.0,Medium Risk
10,Male,3.53,TV,True,0.49,"Poor Sleep, Eye Strain",Urban,0,1,0,1,11-13,1.7296999999999998,1.8003,1,Heavy Usage,1.0,Medium Risk
17,Female,4.57,Laptop,True,0.36,Anxiety,Urban,1,0,0,0,17-19,1.6452,2.9248000000000003,2,Low Usage,1.0,Medium Risk
10,Female,3.53,Smartphone,True,0.5,Eye Strain,Urban,0,1,0,0,11-13,1.765,1.765,1,Heavy Usage,1.0,Medium Risk
12,Female,5.77,TV,True,0.48,"Poor Sleep, Eye Strain",Rural,0,1,0,1,11-13,2.7695999999999996,3.0004,0,Moderate Usage,1.0,Medium Risk
10,Male,7.52,Smartphone,True,0.49,"Poor Sleep, Anxiety",Urban,1,0,0,1,11-13,3.6847999999999996,3.8352,0,Moderate Usage,1.0,Medium Risk
12,Female,5.33,Smartphone,True,0.37,Poor Sleep,Urban,0,0,0,1,11-13,1.9721,3.3579,2,Low Usage,1.0,Medium Risk
